id,nume,categorie,pret,clasa,consum_energetic,rating,nr_reviewuri,url_produs,imagine_url,Producator,Volum,Inaltime,Alb,Argintiu,O_usa,Doua_usi,Minibar
270,"Frigider cu doua usi Snaige RF53SG-P5CB2F0 ,Clasa F, 267 l, H 181 cm, Inox",Frigidere,2099.9,F,278,0,0,https://www.emag.ro/frigider-cu-doua-usi-snaige-clasa-f-267-l-h-181-cm-inox-rf53sg-p5cb2f0/pd/DQZB6PMBM/,https://s13emagst.akamaized.net/products/40517/40516466/images/res_ff7a45dc14f88c3e8a38a29b220c5428.jpg?width=720&height=720&hash=CBDC9352AC943218F8B28B16FD46CD00,Snaige,267,179,0,1,0,1,0
271,"Combina frigorifica LG GBP31DSLZN, Clasa energetica E, Volum 341 l, 253 kWh / an, H 180 cm, Inox",Frigidere,3617.6,E,253,4,1,https://www.emag.ro/combina-frigorifica-lg-clasa-energetica-e-volum-341-l-253-kwh-an-h-180-cm-inox-gbp31dslzn/pd/DL4J6QBBM/,https://s13emagst.akamaized.net/products/22985/22984847/images/res_3af5e748a70a5ea9f9c0c2c3d9e0540e.jpg?width=720&height=720&hash=24B02A6BBCEC2CE844E68F0D8BEE6B43,LG,341,142,0,1,0,0,0
272,"Frigider cu 2 usi Retro, Snaige FR24SM-PRC30E, 209 l, Clasa E, H 148, vanilla",Frigidere,2685,E,184,0,0,https://www.emag.ro/frigider-cu-2-usi-retro-snaige-209-l-clasa-e-h-148-vanilla-fr24sm-prc30e/pd/D7PGWNMBM/,https://s13emagst.akamaized.net/products/37863/37862816/images/res_79c99bbf12a0144382a84d26f6b940b7.jpg?width=720&height=720&hash=990AC3D5FB500252A3AB0C51855B26AA,Snaige,209,160,0,0,0,0,0
273,"Frigider incorporat AEG SKE818D1DS, 311 l, Clasa energetica D, DynamicAir, Flexishhelf, 177 cm, Alb",Frigidere,4799.98,D,91,0,0,https://www.emag.ro/frigider-incorporat-aeg-311-l-clasa-energetica-d-dynamicair-flexishhelf-177-cm-alb-ske818d1ds/pd/DKF2FMYBM/,https://s13emagst.akamaized.net/products/58634/58633005/images/res_705e4e722775e19482cdb907e6111f40.jpg?width=720&height=720&hash=F70C28A90B94C10510813D75B3622C08,AEG,311,84,1,0,0,0,0
274,"Frigider de birou COHS 38F36W, Candy, Clasa energetica F, 90 L, 3 rafturi frigider, 85 cm, Alb",Frigidere,869.98,F,107,0,0,https://www.emag.ro/frigider-de-birou-candy-clasa-energetica-f-90-l-3-rafturi-frigider-85-cm-alb-cohs-38f36w/pd/DT83YGMBM/,https://s13emagst.akamaized.net/products/55475/55474600/images/res_5351e637d88611150be23bc809f30220.jpg?width=720&height=720&hash=3AF5D2C813D6914F2C1353B172CC6EFD,Candy,90,161,1,0,0,0,0
275,"Frigider cu doua usi Fram FDD-VRR311BGE++, 311 l, Control mecanic cu termostat ajustabil, Iluminare LED, Clasa E, H 179.4 cm, Bej",Frigidere,2497.99,E,209,0,0,https://www.emag.ro/frigider-cu-doua-usi-fram-311-l-control-mecanic-cu-termostat-ajustabil-iluminare-led-clasa-e-h-179-4-cm-bej-fdd-vrr311bge/pd/DH65K5YBM/,https://s13emagst.akamaized.net/products/81535/81534010/images/res_be9c4fa044b131db182639f16eb82fd4.jpg?width=720&height=720&hash=4601990113132210E340E3FBD3FCC407,Fram,311,85,0,0,0,1,0
276,"Frigider Racitor Samus SR296E, 242 L, Clasa energetica E, Termostat reglabil, 5 rafturi, H 142.6 cm, Alb",Frigidere,1288.99,E,104,0,0,https://www.emag.ro/frigider-racitor-samus-242-l-clasa-energetica-e-termostat-reglabil-5-rafturi-h-142-6-cm-alb-sr296e/pd/DGMYFXYBM/,https://s13emagst.akamaized.net/products/57408/57407320/images/res_e0c2eaa4e756374733802eb56a4fff5a.jpg?width=720&height=720&hash=61676959A42C2019822A52BD11731E9D,Samus,242,63,1,0,0,0,0
277,"Frigider cu doua usi Star-Light FDDV-242F, 242 l, Clasa F, H 160 cm, Alb",Frigidere,1220.65,F,223,4.58,24,https://www.emag.ro/frigider-cu-doua-usi-star-light-242-l-clasa-f-h-160-cm-alb-fddv-242f/pd/DY7N9KMBM/,https://s13emagst.akamaized.net/products/36444/36443199/images/res_4f67c49ffcee606c4a74751cfcc224b3.jpg?width=720&height=720&hash=EAEF1BAA8FFAA08DBF8D5B39266838FC,Star-Light,242,161,1,0,0,1,0
278,"Frigider cu o usa Arielli ARS-104RN, H 84.5 cm, Racire statica, Iluminare LED, Termostat reglabil, 80 l, clasa F, Alb",Frigidere,955,F,172,0,0,https://www.emag.ro/frigider-cu-o-usa-arielli-h-84-5-cm-racire-statica-iluminare-led-termostat-reglabil-80-l-clasa-f-alb-ars-104rn/pd/DDLFLYYBM/,https://s13emagst.akamaized.net/products/59747/59746027/images/res_587bbd4551c257d7c11ad803672deb5c.jpg?width=720&height=720&hash=C09ED883983AE93618642BA52B1EB464,Arielli,80,147,1,0,1,0,0
279,"Frigider cu o usa VORTEX VM6SWH01M, 65 l, H 63 cm, Clasa F, alb",Frigidere,749,F,103,5,1,https://www.emag.ro/frigider-cu-o-usa-vortex-65-l-h-63-cm-clasa-f-alb-vm6swh01m/pd/DY40NNMBM/,https://s13emagst.akamaized.net/products/37220/37219160/images/res_7dbebee9c02b25fa613bfd78c34190b2.jpg?width=720&height=720&hash=C3259B2E2134A7CC38649AA6BD301BF6,Vortex,65,85,1,0,1,0,0
280,"Frigider cu doua usi Heinner HF-V240SE++, 242 l, Clasa E, Less Frost, H 161 cm, Argintiu",Frigidere,2189.99,E,178,5,2,https://www.emag.ro/frigider-cu-doua-usi-heinner-242-l-clasa-e-less-frost-h-161-cm-argintiu-hf-v240se/pd/D211HRMBM/,https://s13emagst.akamaized.net/products/52068/52067697/images/res_421874f6bf136bd468f4d6f7690ccb91.jpg?width=720&height=720&hash=7F6A991A312C7DB04241192BF47F1269,Heinner,242,88,0,1,0,1,0
281,"Frigider cu doua usi FR24SM-PRDG0E3, Retro, H 147.5 cm, Low Frost, Iluminare LED, 209 l, clasa E, Verde",Frigidere,2685,E,184,0,0,https://www.emag.ro/frigider-cu-doua-usi-retro-h-147-5-cm-low-frost-iluminare-led-209-l-clasa-e-verde-fr24sm-prdg0e3/pd/D0CXSMYBM/,https://s13emagst.akamaized.net/products/58702/58701393/images/res_ef6bdfa9339e66157f18fe67b7fe76ee.jpg?width=720&height=720&hash=9485F19BB8C637A85BD006EF940F9573,,209,178,0,0,0,1,0
282,"Frigider cu congelator Ravanson LKK-50ES, clasa E, 41l, negru/inox, 475x485x450mm",Frigidere,695.64,E,80,0,0,https://www.emag.ro/frigider-cu-congelator-ravanson-lkk-50es-clasa-e-41l-negru-inox-475x485x450mm-act-agdravlow0020/pd/DBRTBFYBM/,https://s13emagst.akamaized.net/products/71119/71118619/images/res_b6676cd229d3614ab1d590b7815de52d.jpg?width=720&height=720&hash=2FD863A4F4B554D4A9876FA39EA89F4A,Ravanson,41,82,0,1,0,0,0
283,"Pachet promo: Frigider cu o Usa, Clasa A+, Clasa energetica noua F, Congelator, Volum 88 L, Rafturi pentru Depzitare, Design Compact, Culoare Alb + Fier de Calcat cu Abur Hausberg, 2000 W, Talpa Ceramica, Functie Auto-Clean, Capacitate Recipient Apa 150 ml, Indicator Luminos, Curatare Usoara, Design Ergonomic, Alb&Albastru",Frigidere,1320.49,A+,120,0,0,https://www.emag.ro/frigider-cu-o-usa-clasa-a-clasa-energetica-noua-f-congelator-volum-88-l-rafturi-pentru-depzitare-design-compact-culoare-alb-celsc235223/pd/DG5908BBM/,https://s13emagst.akamaized.net/layout/ro/static-upload/user-wallet-info-budget.png,,88,177,1,0,1,0,0
284,"Liebherr Ksl 2834 Frigider cu o singura usa, M: 140,2 cm, 250 L, clasa energetica F, Argintiu",Frigidere,2799.98,F,197.1,0,0,https://www.emag.ro/liebherr-frigider-cu-o-singura-usa-m-140-2-cm-250-l-clasa-energetica-f-argintiu-ksl-2834/pd/DMK0BKMBM/,https://s13emagst.akamaized.net/products/36028/36027178/images/res_f252e2b76890971e939526dbb02df9f4.jpg?width=720&height=720&hash=3BF335C6FBBE31168BEFD4868D7EA7F6,Liebherr,250,165,0,1,0,0,0
285,"Frigider cu o usa Arielli ARS-121LNE, Racire statica, Iluminare LED, Termostat reglabil, H 85 cm, 93 l, clasa E, Alb",Frigidere,749,E,86,0,0,https://www.emag.ro/frigider-cu-o-usa-arielli-racire-statica-iluminare-led-termostat-reglabil-h-85-cm-93-l-clasa-e-alb-ars-121lne/pd/DTTZ6CYBM/,https://s13emagst.akamaized.net/products/76555/76554445/images/res_61d7563ae10430e6ae93dfda0101035a.jpg?width=720&height=720&hash=DFB8855F94AB7906643DCCBDDC6117FB,Arielli,93,143,1,0,1,0,0
286,"Frigider incorporabil cu o usa Bosch KUL22VFD0, 110 l, Clasa D, Usa reversibila, Iluminare LED, H 82 cm",Frigidere,2999.98,D,119,0,0,https://www.emag.ro/frigider-incorporabil-cu-o-usa-bosch-110-l-clasa-d-usa-reversibila-iluminare-led-h-82-cm-kul22vfd0/pd/D6CF60YBM/,https://s13emagst.akamaized.net/products/67313/67312931/images/res_d88034b3a40d11a1dbc8d498d5650d67.jpg?width=720&height=720&hash=BE9108A5A2E2AFC64F6A95CE06C51986,Bosch,110,179,0,0,1,0,0
287,"Frigider cu 2 usi Samus SW342, 248 l, Clasa energetica F, Termostat Reglabil Frigider/Congelator, H 165 cm, Alb",Frigidere,1205.47,F,234,5,3,https://www.emag.ro/frigider-cu-2-usi-samus-248-l-clasa-energetica-f-termostat-reglabil-frigider-congelator-h-165-cm-alb-sw342/pd/DZ3ZHHMBM/,https://s13emagst.akamaized.net/products/39137/39136840/images/res_67d56176b989ec2088f11d5a93a01e9f.jpg?width=720&height=720&hash=31AA6450548D384635E5B3B9DE1FB359,Samus,248,177,1,0,0,0,0
288,"Frigider cu doua usi FINLUX FBN290DWH, 290l, No Frost, Iluminare LED, Clasa E, 185 cm, Alb",Frigidere,2199,E,238,0,0,https://www.emag.ro/frigider-cu-doua-usi-finlux-290l-no-frost-iluminare-led-clasa-e-185-cm-alb-fbn290dwh/pd/DXV66QYBM/,https://s13emagst.akamaized.net/products/80254/80253681/images/res_dc60cf7c3aae6642b24577c970c22e6e.jpg?width=720&height=720&hash=ABBDEDCFB859A1194569CEF95CA714B7,Finlux,290,186,1,0,0,1,0
289,"Frigider cu doua usi Fram FDD-VRR311BDE++, 311 l, Control mecanic cu termostat ajustabil, Iluminare LED, Clasa E, H 179.4 cm, Burgundy",Frigidere,2524.8,E,209,0,0,https://www.emag.ro/frigider-cu-doua-usi-fram-311-l-control-mecanic-cu-termostat-ajustabil-iluminare-led-clasa-e-h-179-4-cm-burgundy-fdd-vrr311bde/pd/D065K5YBM/,https://s13emagst.akamaized.net/products/81535/81534009/images/res_68ca9eb2c3d06084c1fda65b7155c7ec.jpg?width=720&height=720&hash=E92A672E15479304EC1C5984A556B864,Fram,311,144,0,0,0,1,0
290,"Combina frigorifica Finlux FXCA 31310 REE RETRO, Design Retro, 268 l, H 170 cm, 53 Kg, Clasa E, Rosu",Frigidere,2469.9,E,221,0,0,https://www.emag.ro/combina-frigorifica-finlux-ree-retro-design-retro-268-l-h-170-cm-53-kg-clasa-e-rosu-fxca-31310/pd/DJWPV4YBM/,https://s13emagst.akamaized.net/products/75354/75353917/images/res_18bdb06ab554bfc08dbc69259b929bf5.jpg?width=720&height=720&hash=8FC920621F9012243BAE1FE0A3663449,Finlux,268,82,0,0,0,0,0
291,"Frigider minibar NEO BC-50 BE MID, Decongelare automata, 43l, Clasa E, Negru",Frigidere,548.99,E,80,0,0,https://www.emag.ro/frigider-minibar-neo-decongelare-automata-43l-clasa-e-negru-bc-50-be-mid/pd/D52D1RYBM/,https://s13emagst.akamaized.net/products/81038/81037436/images/res_318e58d078b4c41cd5a088890e7b7f7e.jpg?width=720&height=720&hash=089936A3A71BB3F5FE7E612D39F65056,,43,172,0,1,0,0,1
292,"Frigider cu doua usi Indesit I55TM 4120 W 2, 212 l, Low Frost, Silent Cooling, Clasa F, H 144 cm, Alb",Frigidere,1849.9,F,177,0,0,https://www.emag.ro/frigider-cu-doua-usi-indesit-212-l-low-frost-silent-cooling-clasa-f-h-144-cm-alb-i55tm-4120-w-2/pd/D1RK3XYBM/,https://s13emagst.akamaized.net/products/69362/69361934/images/res_b64112843149d7dc7f694857ead267ec.jpg?width=720&height=720&hash=7D1505110A2B16EAD0C4FAEF808EADF4,Indesit,212,200,1,0,0,1,0
293,"Frigider cu congelator TCL RT545GM1220, 536 l, Full No-Frost, Clasa F, Inox",Frigidere,3999.9,F,359,0,0,https://www.emag.ro/frigider-cu-congelator-tcl-rt545gm1220-536-l-full-no-frost-clasa-f-inox-7542740/pd/DZD76SMBM/,https://s13emagst.akamaized.net/products/45139/45138378/images/res_d56ff973562664da67c0cef5e42b910b.jpg?width=720&height=720&hash=C171684BD9E4546119B90D509BB25F89,TCL,536,176,0,1,0,0,0
294,"Frigider incorporabil Gorenje RI412EE1, 199l, M: 122,5 cm, LED, Control mecanic, Clasa energetica E, Alb",Frigidere,1899.99,E,101,0,0,https://www.emag.ro/frigider-incorporabil-gorenje-199l-m-122-5-cm-led-control-mecanic-clasa-energetica-e-alb-ri412ee1/pd/DH04NKYBM/,https://s13emagst.akamaized.net/products/64934/64933169/images/res_556bec2bca88977b382fbeb4efed7677.png?width=720&height=720&hash=FEA35C5E5F042FD7AB1E00EC98192DA0,Gorenje,199,185,1,0,0,0,0
295,"Frigider cu o usa Crown GN 1301,122 l, Clasa F, Alb, Static",Frigidere,999.01,F,181,0,0,https://www.emag.ro/frigider-cu-o-usa-crown-gn-1301-122-l-clasa-f-alb-static-gn1301/pd/DFHR2FMBM/,https://s13emagst.akamaized.net/products/42626/42625511/images/res_9e62a973f72b91bb56831f4fae350e1f.png?width=720&height=720&hash=0C6EE3CB21000C1C9D34DEA48810EE5F,Crown,122,190,1,0,1,0,0
296,"Frigider cu doua usi Snaige RF58SM-S5JJ2F0, Fresh Inn, Clasa F, 310 l, H 200 cm, Negru",Frigidere,3048.98,F,289,0,0,https://www.emag.ro/frigider-cu-doua-usi-snaige-fresh-inn-clasa-f-310-l-h-200-cm-negru-rf58sm-s5jj2f0/pd/DM2XD1MBM/,https://s13emagst.akamaized.net/products/50062/50061498/images/res_39e5235822f5b7146bc493cff9116fa6.jpg?width=720&height=720&hash=87757ED79585453CB07F61A8987AAA11,Snaige,310,144,0,1,0,1,0
297,"Frigider cu doua usi Snaige RF31SM-S0002F0, Ice Logic, clasa F, 267 l, H 176 cm, alb",Frigidere,2499,F,278,0,0,https://www.emag.ro/frigider-cu-doua-usi-snaige-ice-logic-clasa-f-267-l-h-176-cm-alb-rf31sm-s0002f0/pd/DV9PX0MBM/,https://s13emagst.akamaized.net/products/38264/38263628/images/res_1c41afb6f0f6f8f3a7fb1ef994b8998b.jpg?width=720&height=720&hash=6A2D3CD34943BEDB2EE537F97AD01D0E,Snaige,267,157,1,0,0,1,0
298,"Frigider cu o Usa GORENJE RP619EAW6, 398 l, H 185 cm, Clasa E, Alb",Frigidere,3129.7,E,123,0,0,https://www.emag.ro/frigider-cu-o-usa-gorenje-rp619eaw6-398-l-h-185-cm-clasa-e-alb-axrp619eaw6/pd/D3SKQ1MBM/,https://s13emagst.akamaized.net/products/50594/50593336/images/res_7d041a761bc60b51e1758b623147f1d3.jpg?width=720&height=720&hash=D0566DEF88099F4D3CD3FF4CF36D564B,Gorenje,398,85,1,0,1,0,0
299,"Frigider cu congelator Finlux FXCA 37950 NFIXE, capacitate 295 l, clasa energetica E, No Frost, Inox",Frigidere,2599,E,239,0,0,https://www.emag.ro/frigider-cu-congelator-finlux-fxca-37950-nfixe-capacitate-295-l-clasa-energetica-e-no-frost-inox-fxca37950/pd/DHTHX4YBM/,https://s13emagst.akamaized.net/products/75204/75203283/images/res_0173ee352d2af865e4c30f6ebbfbe577.jpg?width=720&height=720&hash=24CFF7381F3A21538D947BF29EFE6DBF,Finlux,295,190,0,1,0,0,0
300,"Frigider cu doua usi Snaige RF56SM-P5CBNE0,Clasa E, 292 l, H 190 cm, Inox",Frigidere,2177,E,234,0,0,https://www.emag.ro/frigider-cu-doua-usi-snaige-clasa-e-292-l-h-190-cm-inox-rf56sm-p5cbne0/pd/D1ZB6PMBM/,https://s13emagst.akamaized.net/products/40517/40516465/images/res_6a63059781a648766d026dd0e59430bc.jpg?width=720&height=720&hash=137222CC1A9686F62E6B086271208E86,Snaige,292,179,0,1,0,1,0
301,"Frigider cu 1 usa RETRO Exquisit RKS120-VH-160F, Clasa F, 122L, dezghetare automata, alb magnolie",Frigidere,2099.99,F,112,0,0,https://www.emag.ro/frigider-cu-1-usa-retro-exquisit-rks120-vh-160f-clasa-f-122l-dezghetare-automata-alb-magnolie-rks120-vh-160fmw/pd/DL4TSHMBM/,https://s13emagst.akamaized.net/products/39302/39301666/images/res_d1b84d1841bfffe6d30483fb4f292711.jpg?width=720&height=720&hash=9D26A74678DEE7AA05B9D172737E0D77,Exquisit,122,172,1,0,0,0,0
302,"Frigider cu doua usi Fram FDD-VRL212RDF+, 212l, Clasa F, Lumina LED, Dezghetare automata frigider, H 144 cm, Rosu",Frigidere,2339.99,F,222,4.38,16,https://www.emag.ro/frigider-cu-doua-usi-fram-212l-clasa-f-lumina-led-dezghetare-automata-frigider-h-144-cm-rosu-fdd-vrl212rdf/pd/D7F550MBM/,https://s13emagst.akamaized.net/products/38665/38664383/images/res_aed67c518d810d2af25b76b68699283a.jpg?width=720&height=720&hash=7220B1A08BCDA50C5A2BB40A74896A6E,Fram,212,85,0,0,0,1,0
303,"Frigider cu doua usi Liebherr GKl 1655-1, 270 l, SmartFrost, VarioSpace, Clasa F, H 157.1 cm, Argintiu",Frigidere,2261,F,251,0,0,https://www.emag.ro/frigider-cu-doua-usi-liebherr-gkl-1655-1-270-l-smartfrost-variospace-clasa-f-h-157-1-cm-argintiu-gkl1655-1/pd/DVT76SMBM/,https://s13emagst.akamaized.net/products/45139/45138405/images/res_fcac6f5047edfef7b0a8e45901a0a681.jpg?width=720&height=720&hash=E631EC1B87347947E5C4554241D91310,Liebherr,270,143,0,1,0,1,0
304,"Frigider cu o usa Liebherr Rd 1400, 125 l, Clasa D, SuperCool, TouchControl, H 85 cm, Alb",Frigidere,1693.87,D,72,0,0,https://www.emag.ro/frigider-cu-o-usa-liebherr-125-l-clasa-d-supercool-touchcontrol-h-85-cm-alb-rd-1400/pd/DGDVFPYBM/,https://s13emagst.akamaized.net/products/68805/68804932/images/res_0afa51248a0e7d35ba8a071c8a9b23d5.jpg?width=720&height=720&hash=4424607809962D610AB49E547FD4DEE6,Liebherr,125,145,1,0,1,0,0
305,"Frigider cu doua usi Fram FDD-VRR311BLE++, 311 l, Control mecanic cu termostat ajustabil, Iluminare LED, Clasa E, H 179.4 cm, Albastru",Frigidere,2524.8,E,209,0,0,https://www.emag.ro/frigider-cu-doua-usi-fram-311-l-control-mecanic-cu-termostat-ajustabil-iluminare-led-clasa-e-h-179-4-cm-albastru-fdd-vrr311ble/pd/DP65K5YBM/,https://s13emagst.akamaized.net/products/81535/81534011/images/res_38851481f085d5bb02e813b78545adae.jpg?width=720&height=720&hash=2DF06EE010BF47E61C3D5C9C8AABB3EB,Fram,311,148,1,0,0,1,0
306,"Frigider cu doua usi Beko RDNT401E30ZXBN, 375 l, Clasa F, NeoFrost Dual Cooling, HarvestFresh, Display touch, No Frost Freezer, H 172 cm, Argintiu",Frigidere,4760,F,275,4.82,28,https://www.emag.ro/frigider-cu-doua-usi-beko-375-l-clasa-f-neofrost-dual-cooling-harvestfresh-display-touch-no-frost-freezer-h-172-cm-argintiu-rdnt401e30zxbn/pd/D2S36DMBM/,https://s13emagst.akamaized.net/products/34979/34978048/images/res_a756ed5ee6ffc838960d1fa2e9d69a12.jpg?width=720&height=720&hash=E8BAD8E02A364842BB1C9D757FA2CE84,Beko,375,185,0,1,0,1,0
307,"Frigider cu o usa Liebherr Rd 1201, 98 l, Clasa D, SuperCool, TouchControl, H 85 cm, Alb",Frigidere,1643.89,D,110,0,0,https://www.emag.ro/frigider-cu-o-usa-liebherr-98-l-clasa-d-supercool-touchcontrol-h-85-cm-alb-rd-1201/pd/DWDVFPYBM/,https://s13emagst.akamaized.net/products/68805/68804933/images/res_e91b68a40b70b22404892257f0e64f08.jpg?width=720&height=720&hash=7CC811F3EE9BC3E91D2709715CC84C88,Liebherr,98,145,1,0,1,0,0
308,"Frigider cu Doua Usi GORENJE RF414EPS4, 206 l, H 143.6 cm, Clasa E, Argintiu",Frigidere,1844.5,E,176,0,0,https://www.emag.ro/frigider-cu-doua-usi-gorenje-rf414eps4-206-l-h-143-6-cm-clasa-e-argintiu-axrf414eps4/pd/DYX94RMBM/,https://s13emagst.akamaized.net/products/52298/52297064/images/res_02005687c67998cfa980c3383dfa7fd7.jpg?width=720&height=720&hash=26616ECFA4B1D599F271DEF3FF8E8457,Gorenje,206,180,0,1,0,1,0
309,"Frigider cu Doua Usi SHARP SJ-FTB01ITXSE-EU, 213 l, H 145 cm, Clasa E, Argintiu",Frigidere,1399.99,E,177,0,0,https://www.emag.ro/frigider-cu-doua-usi-sharp-sj-ftb01itxse-eu-213-l-h-145-cm-clasa-e-argintiu-axsjftb01itxseeu/pd/DKY9YXYBM/,https://s13emagst.akamaized.net/products/69338/69337181/images/res_0781992aa315750ab99b03f5ebf126e2.jpg?width=720&height=720&hash=03C9387CAC4058F53AC073D6E1845C7A,Sharp,213,142,0,1,0,1,0
310,"Frigider cu doua usi FINLUX FBN290DXX, 290l, No Frost, iluminare LED, clasa E, 185cm, Inox",Frigidere,2449,E,238,0,0,https://www.emag.ro/frigider-cu-doua-usi-finlux-290l-no-frost-iluminare-led-clasa-e-185cm-inox-fbn290dxx/pd/DX0QX1YBM/,https://s13emagst.akamaized.net/products/78910/78909955/images/res_8e66ec4a61f8038e64f622c9b285a3c2.jpg?width=720&height=720&hash=07D57F5F4127EF985E0BBD6861BDF3B5,Finlux,290,88,0,1,0,1,0
311,"Frigider cu doua usi Snaige RF56SM-S5JJ2F0, Fast Freeze, 292 l, Clasa F, H 185 cm, Negru",Frigidere,2999,F,284,0,0,https://www.emag.ro/frigider-cu-doua-usi-snaige-fast-freeze-292-l-clasa-f-h-185-cm-negru-rf56sm-s5jj2f0/pd/DL1GWZMBM/,https://s13emagst.akamaized.net/products/49869/49868946/images/res_01268276eb3450db15736a1a120ed715.jpg?width=720&height=720&hash=7F57B47BAEEDAF7E534C2F60B92A8052,Snaige,292,178,0,1,0,1,0
312,"Frigider Bomann, KG7353W, H 180 cm, capacitate 268 l, consum redus, clasa C, 4 rafturi, compartiment pentru fructe/legume, usi reversibile, congelator 41 l, alb",Frigidere,2888.99,C,134,0,0,https://www.emag.ro/frigider-bomann-h-180-cm-capacitate-268-l-consum-redus-clasa-c-4-rafturi-compartiment-pentru-fructe-legume-usi-reversibile-congelator-41-l-alb-kg7353w/pd/DRVZG0YBM/,https://s13emagst.akamaized.net/products/67380/67379176/images/res_5a0977c9cd547db01416298e0cb8c07c.png?width=720&height=720&hash=0827BFEE2464B7B79FD8ECDE6D606E9F,Bomann,268,144,1,0,0,0,0
313,"Frigider cu o usa Retro, Snaige R 13SM-PRC30F3, 109 l, Low Frost, Clasa F, H 88 cm, Crem",Frigidere,1699,F,182,0,0,https://www.emag.ro/frigider-cu-o-usa-retro-snaige-r-13sm-prc30f3-109-l-low-frost-clasa-f-h-88-cm-crem-r13sm-prc30f3/pd/D3SDQZMBM/,https://s13emagst.akamaized.net/products/49668/49667893/images/res_cb617f2c1beb1a5e1cd15914a86554b6.jpg?width=720&height=720&hash=CC8853B3C2F1123D9365A373C9567737,Snaige,109,82,0,0,1,0,0
314,"Frigider cu o usa incorporabil Bosch KIL22VFE0 , 119 l, EcoAirflow, Iluminare LED, Clasa E, 87 cm",Frigidere,2949.98,E,144,0,0,https://www.emag.ro/frigider-cu-o-usa-incorporabil-bosch-119-l-ecoairflow-iluminare-led-clasa-e-87-cm-kil22vfe0/pd/DL574ZMBM/,https://s13emagst.akamaized.net/products/49519/49518274/images/res_dd68d9738e6d73003872da01bf573a4c.jpg?width=720&height=720&hash=60E9D8D2ACF0134B1CA9F283601372D6,Bosch,119,85,0,0,1,0,0
315,"Frigider incorporabil cu doua usi, Sharp SJ-BF250M1XS, 251 l, Clasa F, Static, Alb",Frigidere,2599,F,271,0,0,https://www.emag.ro/frigider-incorporabil-cu-doua-usi-sharp-251-l-clasa-f-static-alb-sj-bf250m1xs/pd/DVS3RLMBM/,https://s13emagst.akamaized.net/products/48772/48771295/images/res_f5dd2c17159cd2708f96c834bf8e74ec.jpg?width=720&height=720&hash=F4009AF956C59E5D6BB3F80D0A67F0A3,Sharp,251,143,1,0,0,1,0
316,"Frigider cu 2 usi Daewoo Static, congelatorul sus, volum net 235L (194l + 41l), clasa E, control mecanic, usi reversibile, raft pentru sticle, Inox",Frigidere,1384.49,E,177,0,0,https://www.emag.ro/frigider-cu-2-usi-daewoo-static-congelatorul-sus-volum-net-235l-194l-41l-clasa-e-control-mecanic-usi-reversibile-raft-pentru-sticle-inox-dts-240mex/pd/DKRJS4YBM/,https://s13emagst.akamaized.net/products/75328/75327807/images/res_c2d49c00ebd6b5e32b51ba699e99380d.jpg?width=720&height=720&hash=9A1601AAA521B9944AF847BD02E37A3E,Daewoo,235,177,0,1,0,0,0
317,"Frigider, Gorenje, No Frost, 331 l, 200 cm, Clasa E, Negru",Frigidere,2915.5,E,246,0,0,https://www.emag.ro/frigider-gorenje-no-frost-331-l-200-cm-clasa-e-negru-3838782535895/pd/DKHCC7YBM/,https://s13emagst.akamaized.net/products/62492/62491296/images/res_d5bb105cf5e5d70043ac72da06ed2b5f.jpg?width=720&height=720&hash=411D18E00AEC8B9862DC1269025D5A24,Gorenje,331,85,0,1,0,0,0
318,"Frigider cu doua usi LDK LF 220S, 210 l, Clasa F, H 143.5 cm, Argintiu",Frigidere,1099.99,F,221,5,1,https://www.emag.ro/frigider-cu-doua-usi-ldk-lf-220s-210-l-clasa-f-h-143-5-cm-argintiu-lf220s/pd/DH0HHMYBM/,https://s13emagst.akamaized.net/products/58521/58520416/images/res_214cf2e69ac359968c646070eb449fc5.jpg?width=720&height=720&hash=0037D5A99AE3873FCF59AE8F65BEB18A,LDK,210,170,0,1,0,1,0
319,"Frigider Liebherr Rsfd 4600, 298 L, M: 145,5 cm, EasyFresh, clasa energetica D, argintiu",Frigidere,3699.98,D,89,0,0,https://www.emag.ro/frigider-liebherr-298-l-m-145-5-cm-easyfresh-clasa-energetica-d-argintiu-rsfd-4600/pd/DZX7HJYBM/,https://s13emagst.akamaized.net/products/72368/72367569/images/res_df0486c750b7d28d29fc9b120f08684d.jpg?width=720&height=720&hash=9308C7A8E6B1999BDF70C836503A5A6E,Liebherr,298,85,0,1,0,0,0
320,"Frigider cu doua usi LDK LF73410NFW, 397 l, Clasa F, No Frost, Racire rapida, Congelare rapida, Sertar Humidity Control, H 177 cm, Alb",Frigidere,2049.91,F,299,0,0,https://www.emag.ro/frigider-cu-doua-usi-ldk-397-l-clasa-f-no-frost-racire-rapida-congelare-rapida-sertar-humidity-control-h-177-cm-alb-lf73410nfw/pd/DBNJ2XYBM/,https://s13emagst.akamaized.net/products/69399/69398894/images/res_172f403275da743e292778fd67738dbc.jpg?width=720&height=720&hash=06C024A972A343B0B554AC1CBDE2E46A,LDK,397,144,1,0,0,1,0
